193.5,498.7
120.0,356.4
236.0,42.1
169.4,300.8
287.9,274.5
74.4,192.5
299.3,470.7
213.7,291.8
48.7,387.5
179.7,174.2
233.8,344.2
50.4,22.6
84.3,210.7
123.9,234.0
32.8,140.1
380.4,463.0
11.1,344.2
403.4,12.5
156.4,72.7
170.9,195.9
95.3,107.4
74.2,493.7
152.5,177.1
313.0,300.6
247.9,121.3
241.6,68.1
451.6,97.8
380.4,257.2
186.7,413.9
280.4,84.0
380.1,187.0
168.1,227.4
321.8,397.0
318.2,95.0
162.3,195.4
455.8,270.6
335.6,469.2
274.3,498.3
196.9,122.3
249.3,410.7
190.7,457.0
116.6,174.1
74.6,53.8
178.7,295.8
439.6,402.8
101.8,173.0
435.3,443.4
93.5,468.6
241.6,396.6
231.9,76.6
188.3,304.8
227.8,373.8
330.7,83.7
382.3,417.7
131.6,39.5
482.3,90.3
245.2,252.9
100.3,491.8
354.0,474.4
15.8,67.1
380.0,80.8
187.6,65.7
215.7,49.6
368.2,205.4
73.2,188.8
171.9,367.0
138.2,195.0
458.2,269.0
327.2,314.4
475.1,87.5
255.7,429.3
88.5,173.7
340.7,335.3
409.6,457.9
339.1,381.3
498.3,498.5
403.7,62.2
312.5,24.5
190.7,405.1
72.9,325.8
421.6,476.0
172.8,462.2
337.4,325.1
315.5,233.2
412.2,38.5
122.5,499.6
111.7,483.6
239.1,341.1
352.0,115.3
85.5,174.5
334.9,426.7
438.3,185.8
128.6,99.0
91.0,199.6
275.7,213.2
424.6,436.4
249.0,468.1
205.9,50.7
419.7,218.5
24.7,476.5
457.1,170.2
60.5,226.6
212.5,344.9
127.4,319.9
486.7,113.9
171.9,419.2
387.1,124.1
26.1,205.0
318.4,227.5
79.4,280.6
234.4,120.5
80.8,91.9
228.4,332.0
301.4,225.5
185.7,388.2
420.2,436.1
380.1,392.9
362.8,465.8
227.9,170.9
307.5,20.2
98.6,285.7
206.4,108.4
462.5,438.7
323.8,412.5
185.9,420.4
10.8,231.2
347.4,145.1
411.3,71.0
300.0,122.7
202.2,45.0
124.3,353.7
373.9,195.8
427.7,499.7
469.0,393.0
285.5,397.1
273.0,422.6
340.2,337.2
420.7,436.9
224.4,234.3
293.5,348.9
104.9,388.7
261.3,279.7
414.8,1.7
268.2,165.1
309.9,447.0
444.5,446.3
248.8,341.8
201.6,399.1
376.6,415.5
343.8,159.0
131.3,421.1
33.8,154.8
54.3,34.0
147.8,130.2
103.3,101.0
351.4,475.8
78.8,12.1
359.7,27.8
94.9,423.4
81.3,336.7
228.8,360.9
126.9,398.1
33.1,277.3
174.4,87.8
168.5,299.6
317.5,256.4
339.5,24.2
469.8,282.8
439.0,165.4
225.3,180.3
397.9,370.2
55.5,173.3
16.4,247.5
141.5,163.3
178.8,159.9
421.8,43.1
287.3,483.6
194.9,399.0
290.2,310.2
52.4,376.3
284.1,19.3
439.7,73.3
392.5,113.2
420.6,421.6
268.7,121.0
210.6,72.1
169.0,438.7
259.2,253.1
223.0,44.0
362.7,242.1
65.7,146.8
252.6,322.7
139.2,183.9
323.2,103.9
477.1,307.9
339.7,167.6
94.6,239.7
316.4,244.0
61.6,201.1
268.3,121.6
400.2,333.8
292.0,108.3
204.2,120.9
156.4,369.7
83.7,330.2
384.0,301.7
203.4,346.9
247.1,267.7
175.5,93.5
280.5,464.7
342.6,85.1
321.7,264.5
29.7,21.4
416.6,406.2
94.7,455.3
308.8,495.6
87.6,449.5
319.6,111.7
273.5,85.4
322.3,167.3
51.3,14.1
293.0,246.5
456.8,301.0
398.8,415.7
290.9,276.2
18.1,123.0
239.1,357.9
409.0,426.6
470.3,451.7
151.6,188.9
384.8,125.5
253.0,466.0
344.6,136.7
142.4,111.3
138.0,467.0
310.4,257.2
131.2,65.5
12.3,35.8
439.4,259.1
329.9,356.5
98.2,303.4
204.0,137.5
176.8,370.0
405.1,213.6
438.0,481.7
353.0,291.0
231.6,417.0
408.2,274.7
161.3,307.5
163.9,408.3
189.8,415.1
230.9,185.4
168.9,299.4
421.4,72.5
334.7,116.6
338.1,301.6
206.9,293.4
16.6,321.6
377.8,106.1
198.4,267.3
48.5,308.0
345.6,376.3
419.0,346.0
99.4,157.7
249.8,303.7
192.8,17.4
310.7,476.6
2.5,397.4
200.0,277.3
303.8,195.1
433.9,436.0
449.6,246.1
465.2,305.7
494.4,450.7
39.0,295.0
169.0,150.4
177.1,458.3
447.3,262.6
337.9,469.3
88.4,21.5
414.4,19.0
2.4,327.4
84.8,479.7
85.7,234.8
46.0,147.0
475.5,380.0
194.9,148.7
290.5,25.7
22.1,71.3
297.2,322.0
445.8,25.6
248.9,380.1
420.8,238.8
135.3,300.6
379.2,27.9
156.1,262.8
285.6,397.6
134.7,451.3
439.0,492.1
60.9,5.4
358.7,280.0
336.0,230.9
67.5,341.2
110.6,225.1
301.4,314.9
215.6,182.9
169.9,141.8
199.1,411.4
160.9,287.6
144.5,269.2
247.3,185.5
167.8,444.4
256.6,23.9
412.4,354.1
365.7,160.7
414.2,124.1
159.2,11.0
426.5,238.2
145.1,496.3
239.2,407.2
105.7,161.1
24.6,426.4
245.4,437.8
419.0,246.6
247.6,33.1
172.9,65.5
373.5,204.1
264.6,45.1
481.4,148.9
72.7,395.7
459.5,364.3
402.4,479.1
360.2,468.0
416.5,88.0
221.4,420.6
453.5,412.2
479.0,188.2
211.8,417.1
456.2,468.4
91.0,216.7
184.4,229.5
348.0,63.7
322.0,478.7
495.0,20.1
310.9,366.5
333.1,61.4
291.5,463.3
31.3,12.4
197.4,196.1
118.9,105.7
88.5,291.0
199.6,493.1
396.0,30.2
441.0,414.0
350.6,409.0
150.1,22.7
154.0,54.4
436.1,10.3
371.1,402.6
228.4,200.0
436.3,229.9
244.1,275.3
141.3,95.2
75.1,211.6
120.2,118.0
64.9,106.6
137.4,469.1
254.2,300.5
458.4,136.7
72.3,144.1
39.9,313.1
469.2,146.9
77.8,271.2
6.4,217.8
252.7,8.6
96.9,137.1
261.8,368.8
230.1,185.9
391.9,31.3
217.9,31.6
161.7,248.1
381.3,114.9
227.6,149.1
197.8,33.2
93.3,258.5
294.2,38.6
426.7,212.8
197.0,461.0
279.7,27.8
342.9,120.0
142.4,284.1
259.1,416.3
455.1,64.8
67.0,425.6
187.1,93.2
159.3,145.1
108.5,427.7
74.6,42.9
436.5,68.1
230.0,475.8
169.0,467.5
371.2,238.1
222.0,280.5
171.9,287.6
192.1,119.9
478.9,278.7
424.0,55.3
380.3,44.1
195.4,207.9
183.7,497.1
146.3,397.0
344.7,487.0
21.6,12.7
210.4,316.3
101.5,159.3
498.7,221.9
404.3,177.2
98.2,288.0
52.4,65.5
253.9,363.7
87.2,277.1
363.8,149.6
366.8,347.8
59.9,367.1
442.6,354.7
451.6,92.5
56.0,336.4
56.4,164.5
341.8,113.4
328.8,0.0
255.7,296.2
155.6,412.4
156.8,9.5
394.9,221.5
200.9,48.3
173.9,233.4
101.9,198.0
469.2,214.8
245.5,97.1
27.0,417.6
141.7,417.4
78.2,393.3
12.6,57.8
31.9,371.4
330.4,490.7
338.8,287.8
25.9,206.2
267.3,484.0
483.2,225.2
440.8,421.0
338.1,73.5
321.7,333.5
18.7,89.3
389.8,97.8
221.2,429.6
64.5,390.4
294.2,271.8
464.0,184.2
106.5,14.7
44.3,190.3
362.5,205.7
21.8,338.2
182.5,164.1
329.4,212.5
495.2,94.2
318.4,424.3
329.2,451.3
27.1,224.3
1.2,453.1
225.7,30.8
449.0,452.7
268.2,224.8
313.8,284.0
42.5,82.1
16.1,309.1
286.6,423.5
227.5,436.2
301.8,215.2
125.2,438.0
21.3,211.8
177.6,183.6
497.0,459.3
14.9,465.0
149.0,316.0
400.0,432.4
318.0,363.2
431.6,159.5
496.7,220.0
7.3,202.0
