182.7,106.6
198.9,292.2
258.7,9.8
337.3,303.8
56.9,112.6
148.0,352.7
395.1,120.3
65.4,80.5
468.9,59.4
306.5,96.8
220.3,310.0
157.6,355.8
446.6,436.0
211.8,53.4
497.6,116.5
375.0,223.3
196.2,464.4
119.5,197.5
364.0,181.0
220.7,378.2
131.1,311.7
66.0,201.8
259.8,181.8
329.5,196.2
402.7,484.4
7.9,277.6
367.6,317.3
70.8,462.3
45.0,302.4
18.6,468.4
124.1,424.5
180.1,238.4
231.8,299.7
91.0,459.5
358.1,101.1
436.1,165.1
374.3,468.1
163.6,384.0
41.5,496.3
106.8,88.6
375.2,135.9
217.9,43.0
110.6,478.6
61.2,415.7
361.6,283.7
234.8,472.0
180.1,367.3
196.3,119.3
57.2,270.7
64.2,184.2
354.6,335.2
95.9,320.7
421.8,76.6
20.5,170.6
340.7,291.3
270.5,421.7
499.5,344.8
414.0,490.1
294.3,213.1
80.0,137.5
328.0,202.9
253.6,206.8
293.5,129.2
192.3,167.4
