27 point hull size.
The Algorithm made 6522134 operations. 
The size of the array was 16384.
Hull computation time: 0.252514 seconds
The points in the convex hull are:
(0,399.2)
(0,32.9)
(0.1,439.8)
(0.3,461.9)
(1,11.8)
(1.5,482.9)
(1.7,7.7)
(3.2,4.2)
(7.1,1)
(8,497.4)
(8.8,0.7)
(19.4,499.7)
(22.8,0.1)
(121.8,499.9)
(164.7,0)
(184,499.9)
(344.9,499.9)
(368.7,0)
(420.5,499.9)
(455.1,499.6)
(473.1,498.4)
(492.9,0.1)
(496,496)
(499.5,18.9)
(499.5,481.7)
(499.8,470.6)
(500,222.5)
