444.0,310.9
414.8,362.6
453.4,268.2
454.8,248.5
52.1,270.6
203.5,440.9
47.2,274.0
446.6,223.0
345.3,431.1
239.4,452.4
445.8,200.1
64.4,172.8
315.5,59.0
117.9,396.2
434.3,315.5
50.3,269.8
122.5,92.8
394.8,393.4
228.5,53.4
428.6,349.3
67.4,177.8
153.9,69.8
103.4,389.9
73.9,161.1
45.7,235.3
402.5,115.8
114.4,398.9
445.5,266.7
154.3,68.8
328.2,62.8
63.3,323.4
381.6,399.7
49.4,270.2
45.3,244.6
51.9,237.8
341.0,73.2
182.9,436.5
249.3,454.8
219.7,448.0
438.0,306.3
166.9,65.0
352.8,426.6
417.9,139.7
444.4,232.5
139.1,412.6
211.7,52.4
194.8,53.5
213.1,445.2
398.4,389.6
131.3,411.0
52.4,267.2
329.5,438.2
445.8,303.9
312.9,444.3
298.7,53.5
137.4,86.2
54.6,202.0
449.4,296.5
386.0,103.5
90.4,370.9
168.0,69.3
386.2,108.8
244.6,45.3
165.0,433.5
358.3,79.6
306.5,437.1
261.2,49.7
416.7,357.7
376.8,406.5
146.2,416.4
404.9,123.8
84.0,363.8
436.1,172.8
49.5,261.1
445.6,207.4
210.9,51.4
356.9,78.8
262.2,50.2
318.1,64.3
80.3,347.9
273.5,447.0
409.8,368.2
255.8,49.7
172.0,61.7
52.6,276.2
356.9,79.5
433.1,325.4
75.8,346.1
401.7,113.6
449.6,272.4
268.3,448.9
254.1,54.4
233.3,45.7
437.8,306.3
448.5,219.0
442.8,301.4
157.8,72.6
276.9,445.2
248.5,450.2
94.0,378.7
